TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectE - TIM - 1859,"Incorrectly implemented formula, File eps2.mod/eps_ccu.c, Line 368, 431, Build 6.01",4,"Issue: Incorrectly implemented formula related to enabling power module state for CCU and PM File eps2.mod/eps_ccu.c, Line 368, 431 In file eps_ccu.c, line 368 and 431, the formula representing the fourth parameter in the call statement to fsw_cmd_send() (defined as type uint8_t, fsw_utils.c) is an offset into a buffer and may be incorrectly formulated. It may simply be missing parentheses. Without more developer notes, inline documentation or design documentation, we cannot determine the exact design intended. File: eps_ccu.c, line 368, 431 352 /*+++++ 353 * Loop through all the available CCUs 354 -----*/ 355 for (l_ccu_id = 0; l_ccu_id < NUM_EPS_CCU_ID; l_ccu_id++) { 357 /*+++++ 358 * Loop through all the available power modules for current CCU. 359 -----*/ 360 for (l_pm_id = 0; l_pm_id < NUM_EPS_CCU_PM_ID; l_pm_id++) { 362 /*+++++ 363 * command default enable/disable power module state for current CCU and PM 364 -----*/ 365 fsw_cmd_send (CMD_SOURCE_FSW_BUS_INDEX, 366 CMD_OP_CCU_MOD_EN_DIS, 367 eps_ccu_pm_default_state[l_ccu_id][l_pm_id], 368 (NUM_EPS_CCU_ID * l_ccu_id + l_pm_id), 0, 0); 370 } 372 } ... 428 fsw_cmd_send (CMD_SOURCE_FSW_BUS_INDEX, 429 CMD_OP_CCU_MOD_EN_DIS, 430 fltrec_nighttime_msg.eps_ccu_data.state[l_ccu_id][l_pm_id], 431 (NUM_EPS_CCU_ID * l_ccu_id + l_pm_id), 0, 0);",2/23/07
ProjectE - TIM - 1858,"Potential for divide by zero, File edl_nav.c, Line 933, Build 6.01",2,"Issue: Potential for divide by zero in determination of residuals from altitude or velocity measurements File edl_nav.c, Line 933 The condition on line 907 does not prevent a divide by zero in the equation on line 933. The equation is an accumulator in a summation determining the variance of a measurement being processed through a kalman filter (EDL-2). No documentation exists to explain the range of values that ""nn"" could receive, and review of the code does not reveal the range except that ""nn"" will remain between 0 and EDL_NAV_RING_SIZE (value is 20) in the ring buffer. File edl_nav.c 883 STATIC bool_t edl_nav_cdr_reviewIsOk( edlNavMeasEnum meas, edlNavCovEnum type, vector_t bV) /*----- End Prototype -----*/ { /*+++++++++++++++++++++++++++++++++++++++++++++++++++ ** Determine number in buffer: nn = next - first. ** If number isn't positive, add RING_SIZE for wrap-around. **--------------------------------------------------*/ 906 nn = edl_nav_res[meas].next - edl_nav_res[meas].first; 907 if(nn <= 0) nn += EDL_NAV_RING_SIZE; ... 932 edl_nav_res[meas].resid = bR/nn; 933 sR = (sR - bR*edl_nav_res[meas].resid)/(nn-1);",2/23/07
ProjectE - TIM - 1857,"Out of Bounds Error, File fpc.mod/floating_point.c, Line 149, 274, Build 6.01",2,"Issue: Out of Bounds Error, Scalar fpcsr is accessed as an array File: fpc.mod/floating_point.c, Line 149, 274 The statement in file floating_point.c, function fp_exc_init() on line 149, will access a scalar double variable ""fpcsr"" as an array and out of bounds. ""fpcsr"" is a double scalar variable in the typedef structure fpContext defined in VxWorks header fppPpcLib.h. In the header floating_point.h, the macro TASK_FPSCR (for CPU defined as RSC) is accessing element [1] (2nd element) of ""fpcsr"", as if it is an array variable. The macro is also applied on line 274 in floating_point.c. The relevant code fragments are listed below. ( This assumes the flight ready code uses the #define pre-processor definition of ""RSC"") File floating_point.c 106 static int fp_exc_init(WIND_TCB *tcb) { ... 148 #if (CPU!=SIMSPARCSOLARIS) 149 TASK_FPSCR(tcb) &= ~(FPSCR_VE | FPSCR_OE | FPSCR_UE | FPSCR_ZE | FPSCR_XE); #else TASK_FPSCR(tcb) = 0x0d0000a0U; /* no underflow exceptions */ #endif ---------------------------------------------- floating_point.h #if (CPU==PPC603) #define TASK_FPSCR(tcb) ((tcb)->pFpContext->fpcsr) #elif (CPU==RSC) #define TASK_FPSCR(tcb) (((int *) (&((tcb)->pFpContext->fpcsr)))[1]) #elif (CPU==SIMSPARCSOLARIS) #define TASK_FPSCR(tcb) ((tcb)->pFpContext->fsr) #endif --------------------------------------------------- VxWorks header fppPpcLib.h typedef struct fpContext /* FP_CONTEXT */ { #if ( CPU == RSC ) double fpx[FP_NUM_DREGS]; /* 32 doubles : 0 */ double fpcsr; /* control/statu : 256 */ /* TOTAL : 264 */ #else double fpr[FP_NUM_DREGS]; /* 32 doubles : 256 bytes */ int fpcsr; /* control/status : 4 bytes */ int pad; /* pad to 8 byte boundary */ #endif /* ( CPU == RSC ) */ } FP_CONTEXT; /* TOTAL : 260 bytes */",2/23/07
ProjectE - TIM - 1856,Variable use results in underflow in Inst8 Build 5.4 FSW (Inst8_paci.c),3,"The local variable, rc (short), is assigned an ERROR (-1) value. After the -1 assignment, rc is used as a function parameter in a call to the function, ac_StateLogEntry. The function, ac_StateLogEntry, expects its last parameter to be and unsigned short value. If this -1 assignment were to occur, the most likely scenario is the value will be rolled over to maximum unsigned short value. It is not clear if this is the desired implementation. File: Inst8_paci.c Function: Inst8_PACIDiscrete Lines: 722, 734 722 rc = ERROR; ... 734 ac_StateLogEntry(Inst8_STATE_FAULT,MAGI_STATE_LOG_NO_COMMAND,rc);",1/5/07
ProjectE - TIM - 1855,Missing type-cast in Inst6 Build 5.4 FSW (Inst6_image.c) may cause loss of data.,3,"The struct field, Inst6_CCD.pwr[].state (short), can be assigned a value of -1. However, all of its usages in assignment are to unsigned short values. It is not clear if these values are reset prior to being assigned to unsigned short values. If this -1 assignment were to occur to unsigned short values, the most likely scenario is the value will be rolled over to maximum unsigned short value. It is not clear if this is the desired implementation. Code segments listed below: File: Inst6_image.c Functions: Inst6_CCDGetPowerState, Inst6_CCDPowerSet Lines: 258, 450, 451, 258 power = Inst6_CCD.pwr[ccd_sel].state; ... 450 CCD_prev[Inst6_CCD_LEFT] = Inst6_CCD.pwr[Inst6_CCD_LEFT].state; 451 CCD_prev[Inst6_CCD_RIGHT] = Inst6_CCD.pwr[Inst6_CCD_RIGHT].state; ... ASSIGNMENT TO -1 514 Inst6_CCD.pwr[Inst6_CCD_LEFT].state = Inst6_CCD_PWR_FAULT; /* PFR 4653 */ 515 Inst6_CCD.pwr[Inst6_CCD_RIGHT].state = Inst6_CCD_PWR_FAULT; /* PFR 4653 */ 518 Inst6_CCD.pwr[ccd_sel].state = Inst6_CCD_PWR_FAULT; /* PFR 4653 */",1/5/07
ProjectE - TIM - 1854,Variable assignment results in underflow in Inst6 Build 5.4 FSW (Inst6_fsw.c),3,"The local variable, rc (unsigned short), can be assigned an ERROR (-1) value. This assignment is obtained via returns from the function, Inst6_PACIDiscrete. If this -1 assignment were to occur, the most likely scenario is the value will be rolled over to maximum unsigned short value. It is not clear if this is the desired implementation. Code segment listed below: File: Inst6_fsw.c Function: Inst6_Reset Lines: 310 310 rc = Inst6_PACIDiscrete (Inst6_PACI_DSC_RST, Inst6_PACI_DISC_CLR);",1/5/07
ProjectE - TIM - 1853,Uninitialized variable in Inst6 Build 5.4 FSW (Inst6_image.c),3,"The variable, ae_trial_cnt, is used to count the number of AE attempts. However, the variable is used on line 3114 without ever being set to any value. Code segment listed below: File: Inst6_image.c Line 230, 3114 230 static uint16_t ae_trial_cnt; /* count of AE attempts so far */ ... 3107 EVR_REPORT_EVENT_4 (EVR_WARNING, 3108 Inst6_AE_ACQ_FAIL_ERR_EVR_ID, 3109 EVR_LOC(__LINE__), 3110 """"Inst6: AE Re-acquisition failed-ccd: %d,left code:%d,right code:%d AE trial: %d"""", 3111 (int) ccd_sel, 3112 (int) img_acq_err[Inst6_CCD_LEFT], 3113 (int) img_acq_err[Inst6_CCD_RIGHT], 3114 (int) ae_trial_cnt);",1/3/07
ProjectE - TIM - 1852,Uninitialized variables in Inst6 Build 5.4 FSW (Inst6_move.c),3,"The variable, act_dir, is used uninitialized in function Inst6_ElMove (Inst6_move.c) on line 1408. This uninitialized use will happen if the conditional statement on line 1360 does not evaluate to true as act_dir is initialized on line 1361. Code segments listed below. Function: Inst6_ElMove File: Inst6_move.c Lines: 1408 1360 if (new_pos != Inst6_move[Inst6_ACT_EL].curr_position) { 1361 Inst6_CalcRangeDir (... &act_steps, &act_dir); 1377 } ... 1408 Inst6_move[Inst6_ACT_EL].curr_dir = act_dir;",1/3/07
ProjectE - TIM - 1851,Uninitialized variable in Inst7 Build 5.4 FSW (Inst7.c),3,"The variable, mardiAnalog, is used unitialized in Build 5.4 FSW. Inst7 analog devices are closed, though they are currently not opened because of pre-processor directive. Code segments listed below. File: Inst7.c Function: open_devices 1129 #if (0) 1130 if (!problems) { 1131 mardiAnalog[0] = open(PACI_Inst7_ANALOG_DEV, O_RDWR, NULL); 1132 if (mardiAnalog[0] == ERROR) { 1133 problems++; 1134 EVR_REPORT_EVENT_0(EVR_WARNING, EVR_ID_Inst7_OPEN_THM, 1135 EVR_LOC(__LINE__), """"can't open analog device""""); 1136 } 1137 } 1138 #endif ... 1161 for(i = 0; i < 1; i++) { 1162 close(mardiAnalog[i]);",1/3/07
ProjectE - TIM - 1850,Uninitialized variable in Inst9 Build 5.4 FSW (ra_monitor.c),3,"The local struct fields, state.pot.q and state.enc.q, are used uninitialized in function ra_compute_state (ra_monitor.c) on line 1527. This will happen when the conditional statements on line 1517 and 1522 do not evaluate to true. Code segment listed below. Function: ra_compute_state File: ra_monitor.c Lines: 1517-1527 1517 if (fabs(joint_ptr->gear_ratio[i]) > FLT_EPSILON) 1518 state.enc.q[i] = joint_ptr->rad_per_enc[i]* 1519 ((double)his_ptr->pt[his_ptr->index].arm.jnt[i].enc / 1520 joint_ptr->gear_ratio[i] - joint_ptr->enc_offset[i]); 1521 /* PFR 4420: Need to account for reversed actuator-angle phasing */ 1522 if (fabs(joint_ptr->pot.m[i]) > FLT_EPSILON) 1523 state.pot.q[i] = (his_ptr->pt[his_ptr->index].arm.jnt[i].pot - 1524 joint_ptr->pot.b[i]) / joint_ptr->pot.m[i]; 1525 1526 state.mix.q[i] = (his_ptr->pt[his_ptr->index].use_pots[i]) ? 1527 state.pot.q[i] : state.enc.q[i];",1/3/07
ProjectE - TIM - 1849,Lost of fraction portion in Inst6 Build 5.4 FSW ( Inst6_move.c),3,When two integers are divided and assigned to a floating point variable the fraction portion is lost. This happens in function Inst6_Move on line 1146. IV&V cannot determine if this is the intended implementation. Code segments listed below: File: Inst6_move.c Function: Inst6_Move Lines: 1146 1145 /* return wait time in fractional seconds */ 1146 wait_time = ((act_steps * act_rate)/500); /* twice the amount */,1/3/07
ProjectE - TIM - 1848,Lost of fraction portion in Inst8 Build 5.4 FSW (Inst8_image.c),3,"When two integers are divided and assigned to a floating point variable the fraction portion is lost. This happens in function Inst8_CCDAutoExpose on lines 1436 and 1463. IV&V cannot determine if this is the intended implementation. Code segments listed below: File: Inst8_image.c Function: Inst8_CCDAutoExpose Lines: 1436, 1463 1436 PvTavg = PvTS / (PvTH - PvTL); 1463 PvIavg = PvIS / (PvIH - PvIL); The use of division within the ceil function parameter list 1423 should also be evaluated 1423 PvCM = ceil(PvWavg/PvTot);",1/3/07
ProjectE - TIM - 1847,Negative array subscript in Inst9 Build 5.4 FSW (ra_col.c),3,"The variable, max, is used as a subscript in the function ra_expand_objects. max can hold a value of negative one on line 2954. This will happen when the conditional statment on line 2950 evaluates to true during the first iteration of the 'for' loop that starts on 2948. Code segment is listed below. File: ra_col.c Function: ra_expand_objects Lines: 2948-2957 2948 for (i = 0; i < Inst9_COL_NUM_OBJS; i++, file_obj++) { 2949 2950 if (file_obj->obj_id == Inst9_COL_NO_OBJ) break; 2951 2952 } 2953 2954 max = i-1; 2955 2956 obj = &objs.obj[max]; 2957 file_obj = &objs.parm[max];",1/3/07
ProjectE - TIM - 1846,Unused local variable in Inst7 Build 5.4 FSW (Inst7.c),4,"The variable, nblocks, is used to store the computed number of blocks. However, the variable is never used. Code segment listed below: Function: take_image File: Inst7.c Line 1328 1328 nblocks = BLOCKS(size, block);",1/3/07
ProjectE - TIM - 1845,Unreachable code in Inst6 Build 5.4 FSW (Inst6_image.c),3,The conditional statements on lines 1600 and 1621 will never execute because the values for which they are compared against are already positive (not in error). Code segment and line numbers are provided below. File: Inst6_image.c Function: Inst6_CCDProcImage 1520 rc4 = MAGI_OK; /* PFR 4652 */ 1521 rc5 = MAGI_OK; /* PFR 4652 */ ... 1599 rc3 = Inst6_CCDSubframe(ccd_sel); /* PFR 4652 */ 1600 if (MAGI_OK != rc4) { /* PFR 4652 */ ... 1620 rc4 = Inst6_CCDDecimate(ccd_sel); /* PFR 4652 */ 1621 if (MAGI_OK != rc5) { /* PFR 4652 */,12/27/06
ProjectE - TIM - 1844,Unreachable code in Inst8 Build 5.4 FSW (Inst8_cmd.c),3,"The conditional statement on line 981 in the function, Inst8_ProcMulti, will never evaluate to True because the entry for this path of logic is opposite of what is listed on line 970 (Line 981 falls inside Line 970). Code segment and line numbers are provided below. File: Inst8_cmd.c Line: 981 970 if (!Inst8_system_abort) { ... 981 if (Inst8_system_abort) { /* FS9229 PFR5411 */",12/27/06
ProjectE - TIM - 1843,Unreachable code in Inst6a Build 5.4 FSW (magi_image.c),3,"The conditional statement on line 1258 in the function, img_Decimate, will never evaluate to True because the variable is initialized to a default value that is never changed prior to this point in execution. Code segment and line numbers are provided below. File: magi_image.c 1142 ydec = 2; ... 1257 /* Generate histogram for 1x4 CCD binned images */ /* FS8688 PFR4656 */ 1258 if (1 == ydec) {",12/27/06
ProjectE - TIM - 1842,Multiple declared functions with different parameter lists in Inst6/Inst6b Build 5.4 FSW,3,"The function, Inst6_CCDAERepeatImage, is declared twice but features different parameter lists in each declaration. Inst8_image.h, line 27 uint16_t Inst6_CCDAERepeatImage(void); /* FS8450 PFR4536 */ Inst6_image.h, line 45 uint16_t Inst6_CCDAERepeatImage(uint16_t ccd_sel); /* SPR FS8455 PFR 4537 */",12/27/06
ProjectE - TIM - 1841,Unreachable code in Inst6 Build 5.4 FSW (Inst6_cmd.c),3,The following Inst6 current state checks for a Ready Inst6 operational state will never evaluate to true becuase the entry for this path of logic already restricts the Inst6 current state to Defer or Preheat. IV&V cannot determine if the intent of the PFRs are clearly implemented. Code segments and line numbers are listed below. File: Inst6_cmd.c Function: Inst6_ProcDeferred 903 if (((Inst6_STATE_DEFER == Inst6_curr_state) || /* FS8717 PFR4717 */ 904 (Inst6_STATE_PREHEAT == Inst6_curr_state)) && /* FS8717 PFR4717 */ 905 Inst6_MULTI_DONE == Inst6_cmd.multi_step) { 917 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */ 944 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */ 968 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */ 995 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */ 1020 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */ 1046 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */ 1073 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */ 1098 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */ 1127 if (Inst6_STATE_READY == Inst6_curr_state) { /* PFR 4662 */,12/27/06
ProjectE - TIM - 1840,Requirement FSW4868 is not verified by test script fpvt-eps.bs-01-34,4,"Test Case fpvt-eps.bs-01-34 tests requirement FSW4868 which states: ""a) If this is the first error for this bus, PCPM shall record overcurrent in error for this bus in the Fault History Table (see Fault Recorder)."" There is not enought information in the script to determine where this requirement is being verified. There is a global variable (QLC_BusOvCur) that is tested , but no evidence that the FHT is being analyzed, or what the parameter name is in the FHT.",12/8/06
ProjectE - TIM - 1839,Requirement FSW4847 is not verified by test script fpvt-eps.bs-01-34,3,"Test Case fpvt-eps.bs-01-34 tests requirement FSW4847 which states: ""a) PCPM shall record the current state (on, off) of this load."" The current state is verified for 2 loads(Inst4 and DesV1), but not all loads (RcsCb, DesRL).",12/8/06
ProjectE - TIM - 1838,Requirement FSW4452 is not verified by test script fpvt-gnc.imu-01-22,3,"Test Case fpvt-gnc.imu-01-22 tests requirement FSW4452 which states: ""4) AKPM shall wait a parameterized number of seconds."" Test script just verifies a power cycle, does not test ""waiting a parameterized number of seconds""",12/8/06
ProjectE - TIM - 1837,Requirement FSW4845 is not verified by test script fpvt-eps.bs-01-34,3,"Test Case fpvt-eps.bs-01-34 tests requirement FSW4845 which states: ""c) If the load was previously powered on and it is on the exclusion list, PCPM shall mark it failed."" Test script tests Inst4 and DesV1 loads for their status, but it is not clear that these loads were on the exclusion list. The content of the exclusion list is not provided in the test script.",12/8/06
ProjectE - TIM - 1836,Requirement FSW4849 is not verified by test script fpvt-eps.bs-01-34,4,"Test Case fpvt-eps.bs-01-34 tests requirement FSW4849 which states: ""1) PCPM shall record the start of the DLS on this bus in the Fault History Table (see Fault Recorder) and QuickLook bits."" The test script does not provided enough information to determine where this requirement is being verified. Also, it is not clear what the FHT parameter name is.",12/8/06
ProjectE - TIM - 1835,Requirement FSW4839 is not verified by test script fpvt-eps.bs-01-34,4,"Test Case fpvt-eps.bs-01-34 tests requirement FSW4839 which states: ""4. PCPM shall record the end of the DLS on this bus in the Fault History Table (see Fault Recorder)."" There is not enough information in this script to determine where this requirement is being verified.",12/8/06
ProjectE - TIM - 1833,Requirement FSW4449 is not verified by test script fpvt-gnc.imu-01-22,3,"Test Case fpvt-gnc.imu-01-22 tests requirement FSW4449 which states: ""7) AKPM shall reinitialize the IMU software object."" Test script prints: log ""Verification Method: No command history available to verify this."" followed by: ""Verify that another 0XA200: 0X3 IMU CLFP Detection in Fault Data pointer check is generated."" There is not enough information in the script to determine if this requirement is verified.",12/8/06
ProjectE - TIM - 1832,Requirement FSW4846 is not verified by Test Script fpvt-eps.bs-01-34,3,"Test Case fpvt-eps.bs-01-34 tests requirement FSW4846 which states: ""b) PCPM shall power off the load."" The script verifies that the load has been shed for 2 of the 4 devices on the bus when a Diagnostic Load Shed has been requested. The script should verify that all 4 loads have been shed.",12/8/06
ProjectE - TIM - 1831,Requirement FSW3614 is not vertified by test case fpvt-gnc.imu-01-22,3,"Test Case fpvt-gnc.imu-01-22 tests requirement FSW3614 which states: ""Upon request, SPM shall set the sequence global variable for each instrument indicating that it has been ""safed"", and initiate the execution of a mission phase specific block in order to safe all science instruments upon initiation of Heartbeat Termination and record that all instruments have been safed in the Fault History Table."" The requirement states that the SPM shall set the sequence global variable for each instrument indicating that it has been safed. The wording implies that there is a global variable for each instrument. The script only verifies the FHT entry 0XA002: 0X1 HBG Milestone Science safed parameter. It is not clear how the script verifies that all instruments are safed.",12/7/06
ProjectE - TIM - 1830,Too few initializers for thermostat failed array in the Build 5.3 FSW,3,"File: DBPM.c The below code is missing 3 values in its initialization. The array is of size 18, but is only initialized to 15 values. Lines: 233-248 static bool_t thermostat_failed[THERM_NUM_ENABLE_OBJECTS] = { FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE};",12/7/06
ProjectE - TIM - 1829,Unused functions in the Build 5.3 FSW,4,The following functions are unused in the the Build 5.3 FSW. There is no indication of the status of these functions for the ProjectE FSW. clockLib.c Line 2135: void clock_difftime Line 2260: double clock_sc_time_double_resolution Line 1918: void clock_sc_time_resolution Line 2093: void clock_sc_timespec_resolution Line 1777: void clock_set_sc_time Line 2218: void clock_set_sc_time_double Line 2051: void clock_set_sc_timespec Line 2108: void clock_sumtime Line 2643: void clockConditionInit cmd.c Line 511: void cmd_delete_hist_buf Line 546: void cmd_delete_restrict_sem fsw_trace.c Line 124: void cs_trace_enable Line 113: void fsw_trace_disable(void) Line 112: void fsw_trace_enable Line 115: void hpp_trace_enable Line 135: void int12_trace_enable Line 129: void int9_trace_enable LIne 118: void intX_trace_enable Line 121: void meeb_trace_enable exceptionDef.c Line 191: void dumpExceptionData eps_ccu.c Line 2259: FP_Condition_t eps_ccu_pm_get_cond FPU_Commander.c Line 227: void FPUcmd_send_command_file msg.c Line 442: int msg_delete_queues Line 1169: int msg_dump_trace Line 1152: int msg_q_dump_max_depth Line 1484: int msg_reset_queue_hi_h20_data msg_timer.c Line 328: int msg_delete_timer rom_Ref_Mode.c Line 532: bool_t rom_Slew_Complete exceptionDef.c Line 987: STATUS set_chokeRecursion Line 992: STATUS set_CRITICAL_EPISOD sun_sensor.c Line 1023: void ssaGetCondition Line 1044: void ssaSetCondition,12/7/06
ProjectE - TIM - 1828,Build 5.0 Tips Table value differs from design,4,"Design document: D-32445_Inst5_FSW_Design_Doc_RevA Binary Inst5 Tip Table file: Inst5_tip.tbl The table initializes tip state as ""DEAD"". The design document indicates the tip state should be initialized as ""NOT TESTED""",12/6/06
ProjectE - TIM - 1827,Build 5.0 Tips Table structure differs from design,3,"Design document: D-32445_Inst5_FSW_Design_Doc_RevA Binary Inst5 Tips Table file: Inst5_tip.tbl Table structure for Tips Table entries does not match design. Section 10.4.7 page 90 of design document provides only a table entry description, a complete listing table values are missing. (x offset should be unique for each tip, running from 0 to 225)",12/6/06
ProjectE - TIM - 1826,Build 5.0 Coupon Table structure differs from design,3,"Design document: D-32445_Inst5_FSW_Design_Doc_RevA Binary Coupon Table file: Inst5_coupon.tbl Table structure for Coupon Table entries does not match design. Section 10.4.6 page 89 of design document shows that for each substrate, table entries consist of a Rotation Offset followed by a Substrate Height. Implementation of the coupon table appears to have Rotation Offset followed by Coupon Number. Since all Substrate Height values are zero, it is possible they have been intentionally omitted. In that case the design document should be corrected to show Coupon Number in the entries description. Header matches design and has correct values.",12/6/06
ProjectE - TIM - 1825,Improper use of bitwise 'and' in Build 5.3 FSW,4,File: iocNodeCmic.c Function: iocCmicAddrRegWrite Line: 1372 Code segment: while ((AddressWriteDone==0) & (AddressTriesRemaining>0)) The code checks that writing is not finished and valid tries remain. A logical 'and' should have been used.,11/29/06
ProjectE - TIM - 1824,Improper use of bitwise 'or' in Build 5.3 FSW,4,"Build 5.3 File: ms1553bInterface.c Function: ms1553bRtCmdValidation Line: 532 The code checks that the number of commands is valid, between 0 and a maximum value, a logical 'or' should have been used. Code segment: else if ( (numOfCmds == 0) | (numOfCmds > MS1553B_MAX_NUM_CMDS) )",11/29/06
ProjectE - TIM - 1823,Mis-matched parameters in memory copy function in Build 5.3 FSW,3,"Build 5.3 File: vm_opcode_functions.c Function: command_coerce_unknown Line: 2716 Code segment: memcpy(opcode_ptr, &opcode, sizeof(opcode)); Function memcpy - uint16_t copied to uint8_t: Copy destination: opcode_ptr is type uint8_t Copy source: opcode is type vm_cmd_opcode_type which is type uint16_t",11/29/06
ProjectE - TIM - 1822,Mis-matched parameters in memory copy function in Build 5.3 FSW,3,"Build 5.3 File: astr.c Function: astrInitParams Line: 470 Code segment: memcpy(&tm_chk_expctd_val[6], &astr_cfg.Align[astr_active].EE_checksum, 4); Function memcpy - uint32_t copied to uint16_t: Copy destination, tm_chk_expctd_val is type uint16_t Copy source, EE_checksum is type uint32_t",11/29/06
ProjectE - TIM - 1821,Function parameter not used in Build 5.3 FSW,3,"There is an unused function parameter (seconds) in the function rtos_thread_suspend_self. In the previous build (5.1) of this file the parameter was a delay time, specified in seconds. It was used in implementing the vxWorks taskDelay routine (ensure specified delay time elapses). The overall functionality of rtos_thread_suspend_self has changed in Build 5.3 but rtos_thread_suspend_self continues to be called with the delay time parameter. File: rtos.c Function: rtos_thread_suspend_self Parameter: seconds Line: 469",11/16/06
ProjectE - TIM - 1820,Possibly missing a configuration file in Build 5.3 FSW,3,"The configuration file, thm_thermo_def.cfg, is multiply defined in config_file.h. Since IV&V does not have exposure into the Build 5.3 config files, we cannot determine if this is a simple 'copy and paste' error that can be deleted or the FSW is actually missing a configuration file. File: config_file.h Lines: 280, 281 Code Segment: 280 #define THM_THERMOSTAT_DEF_CFG THM_CFG_BASE ""thm_thermo_def.cfg"" 281 #define THM_THERMOSTAT_DEF_CFG THM_CFG_BASE ""thm_thermo_def.cfg""",11/16/06
ProjectE - TIM - 1819,Inconsistent byte definition within Inst5 HW/SW ICD,4,"In Section 4.3 (Command Buffer Layout) of the Inst5 HW/SW ICD, Byte 4 is listed as CMD_LED_0 and Byte 5 is listed as CMD_LED_1. This is not consistent with Section 6.9.1 Fields Referenced. In this section, CMD_LED_0 is listed ast Byte 3 and CMD_LED_1 is listed as Byte 4. Inst5 HW/SW ICD (April 21, 2006) 1. Section 4.3 Command Buffer Layout 2. 6.9.1 Fields Referenced",11/2/06
ProjectE - TIM - 1818,Inconsistent FPGA command modes,3,"Mode 14 of the Inst5 FPGA command modes is not consistent between implementation (mcCme.h) and the Inst5 Hardware-Software Interface Control Document (April 21, 2006). Implementation shows Mode 14 as being MC_FPGA_MODE_POWER which implements power functionality. The ICD shows this as CMODE_MISC which implements setting “TTL level I/0s and set clock count for Wet Chem conductivity read-outs” It is not clear if the functionality listed in the ICD has been replaced with the current Mode Power implementation. Build 5.1 Code: 1. mcCme.h (line 186) 2. FPGA mode: MC_FPGA_MODE_POWER Inst5 HW/SW ICD (April 21, 2006) 1. Section 4.2 Command Modes 2. Table 1: Command Mode Values. 3. Mode 14: CMODE_MISC 4. Also refer to Section 6.13 Mode 14 - Miscellaneous Operations (CMODE_MISC) for expaneded usage",11/2/06
ProjectE - TIM - 1817,Missing Lander (TEFSW) command in Inst4 Flight Software Command Dictionary,4,"The TEFSW Command, CMD_OP_Inst4_SET_LEETAG, is found in the command definition database (cmd_def_db.h), but not in Section 3.1 of the Inst4 Flight Software Command Dictionary. Document: Inst4 Flight Software Command Dictionary Version 2.2 Build 5.1 Code: cmd_def_db.h (line 795)",11/2/06
ProjectE - TIM - 1816,Implementation of Inst5 Temperature Control does not match Inst5 design section 6.3.7,3,"Function: mcWchem_TempControl_exe File: mcWchem.c Design Document: D-32445_Inst5_FSW_Design_Doc_RevA.doc Several elements of Design Document Section 6.3.7 are not evident in the source code. From the first flow chart of Section 6.3.7 (p. 49 of design doc.): If 'Null fields in command' = True, Stop the specified heater, then test for all heaters off. Code to test for 'All heaters off?' is not evident. If 'Temp control already active?' = True, Extend timer duration if necessary. Code to extend timer duration is not evident. If 'Temp control already active?' = False, set up timer, set phase to ""setup"", ... Code to set phase to ""setup"" is not evident. Note: It may be that the appropriate tests and settings occur in the functions for each device employing heaters (drawers, etc.) and not in the mcWchem_TempControl_exe function. In that case, this issue would be of lesser severity and would only note implementation differing from design.",10/18/06
ProjectE - TIM - 1815,Inst5 implementation of sensor read for MC_TIMER_PHASE_READ_CHRONOCV and MC_TIMER_PHASE_READ_CHRONOAS in section 6.3.6 differ from Inst5 design,3,"Function: mcWchem_ServiceReadTimer File: mcWchem.c Design Document: D-32445_Inst5_FSW_Design_Doc_RevA.doc ***** MC_TIMER_PHASE_READ_CHRONOCV: Design document shows that if the phase is MC_TIMER_PHASE_READ_CHRONOCV, then a test should be performed to see if Read ISEs is needed. If Read ISEs are not needed, then set phase to read PT. The implementation instead tests to see if Read CCV is needed. If Read CCV is not needed, then set phase to read CAS. Code segment: 1882 case MC_TIMER_PHASE_READ_CHRONOCV: 1883 if (!wchemReadCCv) 1884 td->phase = MC_TIMER_PHASE_READ_CHRONOAS; ***** MC_TIMER_PHASE_READ_CHRONOAS: Design document shows that if the phase is MC_TIMER_PHASE_READ_CHRONOAS, then a test should be performed to see if Read ISEs is needed. If Read ISEs are not needed, then set phase to read PT. The implementation instead tests to see if Read CAS is needed. If Read CAS is not needed, then set phase to read ISES2. Code segment: 1898 case MC_TIMER_PHASE_READ_CHRONOAS: 1899 if (!wchemReadCAs) 1900 td->phase = MC_TIMER_PHASE_READ_ISES_2;",10/16/06
